cibil_score,income,dependents,loan_amount,tenure,down_payment,existing_emi,credit_card,employment_type,statement_score,emi,account_age,overdrafts,bounced_payments,late_emi_ratio,income_volatility,avg_balance,transaction_frequency,monthly_spending,approved
385,138798,3,761386,30,265455,16066,0,1,1.834242151337683,25379.533333333333,10,2,1,0.42086136421862835,0.264273132033494,143836,113,73217,0
813,45373,0,163208,23,162114,17709,1,1,27.288153649303315,7096.0,38,4,3,0.15707825647253648,0.4386951471200986,85789,16,51849,0
766,150467,4,684528,17,15287,29473,1,0,27.908791223644105,40266.35294117647,69,4,0,0.5795374552866653,0.489266682905633,44925,56,60819,0
785,55365,4,607069,12,244938,25556,1,1,67.75414514917964,50589.083333333336,67,1,2,0.055137081263545266,0.5699278147708642,21958,128,22489,0
419,127897,0,924381,54,278930,21109,1,1,9.854743709463456,17118.166666666668,42,1,0,0.4140599489223898,0.8574502776695622,91419,176,24969,0
308,192743,0,146833,39,93694,17328,0,1,2.427888482080421,3764.948717948718,3,0,1,0.04238326518521394,0.5899002827341522,117804,198,146183,0
847,191567,5,437528,43,128450,39035,0,0,85.00409262192599,10175.06976744186,115,0,0,0.4227349498856094,0.9787261490448632,121592,51,32639,1
473,176823,1,990445,12,171634,2627,0,1,0.0,82537.08333333333,75,5,0,0.5487377353031242,0.7268090892967259,133114,25,94365,0
694,108931,5,420188,24,195486,2204,1,0,51.50197101385318,17507.833333333332,92,3,0,0.3353585971354388,0.9885171982708091,134294,117,38704,0
846,120717,2,675140,40,202426,19161,1,0,45.5043200394112,16878.5,54,2,2,0.3335225332434565,0.5507491512764806,94206,188,101286,0
321,74049,2,202900,35,118283,1371,1,0,0.0,5797.142857142857,62,1,2,0.09823508021932828,0.6784491884630895,142119,87,73201,0
303,185773,1,741985,44,256325,13636,0,1,0.0,16863.295454545456,55,3,1,0.24147968423868768,0.7378985720646466,12973,182,20240,0
303,105902,3,311974,42,244101,22745,1,0,0.0,7427.952380952381,53,3,3,0.3554189764680053,0.754747034568997,60462,150,58956,0
393,158893,0,593610,28,282681,16206,0,0,1.7453494399093294,21200.35714285714,82,1,1,0.6908497109041808,0.02442962833629092,73607,181,110955,0
331,84740,2,885788,49,172776,8131,0,0,0.0,18077.30612244898,120,0,2,0.7183839218712612,0.12747432073515796,105503,191,121056,0
792,153277,2,677998,20,23237,11388,1,1,26.07874275982106,33899.9,94,2,2,0.7628640816060683,0.22772238602908934,46275,26,46985,0
664,60395,0,500663,10,253664,24172,0,0,28.41072913139147,50066.3,81,3,2,0.0802109577013443,0.2714944908764181,44949,85,48018,0
889,152083,2,230550,56,23847,38057,1,1,38.02267038718187,4116.964285714285,4,4,3,0.23696864901511008,0.9053681892953226,135686,14,110792,0
781,28273,3,374285,7,58131,31257,0,0,39.93944414772649,53469.28571428572,63,2,3,0.37033033500267837,0.7226032234724356,98108,13,66555,0
878,38867,4,856812,21,85552,21896,0,1,83.48382388888395,40800.57142857143,115,0,2,0.5133950595120419,0.14328161053436883,95988,98,15172,0
443,83398,0,255306,12,55495,5524,1,1,0.0,21275.5,49,5,3,0.5622387916795948,0.4263550330810799,29265,134,22792,0
472,106766,5,673488,18,217123,9706,1,0,0.0,37416.0,67,2,2,0.6288130308951332,0.24312154512908257,76050,178,59185,0
810,148054,5,510712,27,132113,17624,1,1,24.84833648375194,18915.25925925926,41,4,1,0.3966990480481231,0.8298636465708097,64375,30,44327,0
447,84629,4,354832,13,65798,9867,0,0,0.0,27294.76923076923,25,0,3,0.4452674133015159,0.9177969860195556,93835,11,22236,0
334,23318,5,730832,31,1425,27547,1,1,0.0,23575.225806451614,86,0,0,0.7684565512412358,0.16429013681358917,138196,25,118538,0
702,78571,2,394031,57,64917,14648,1,1,55.83495041801797,6912.824561403509,39,0,1,0.19202262383175672,0.4165707819775105,43211,186,71544,1
781,99052,4,322357,13,207856,33355,0,0,34.66292951831295,24796.69230769231,72,4,0,0.6430077943073398,0.952836985253163,122014,134,107530,0
881,117870,4,552790,56,238288,10761,0,0,47.444017932722105,9871.25,73,1,3,0.5694544274859635,0.6570894426915891,95782,99,5288,0
857,135922,3,769831,28,88816,19854,0,0,21.577235954387557,27493.964285714286,103,4,3,0.11207186938248492,0.8680968683429341,75483,25,63322,0
372,64579,1,870933,38,21973,28578,1,0,0.0,22919.28947368421,113,5,3,0.7411933541744836,0.35769373100415425,142610,77,74316,0
764,129873,3,648299,30,167190,8246,1,1,32.957464778727015,21609.966666666667,68,3,0,0.6842849249011588,0.2097023662365698,23733,30,88734,0
808,133686,5,678885,23,234869,30458,1,0,11.518331542237116,29516.739130434784,8,5,1,0.623603722317381,0.6913037289790341,102392,10,145374,0
719,159797,5,798185,11,21001,23432,1,0,51.118678546300934,72562.27272727272,71,5,1,0.10141886700284744,0.13742633487746903,60988,91,71458,0
792,113969,2,305783,38,238663,25906,0,0,50.92960894099772,8046.921052631579,107,4,0,0.11173642487428036,0.8399018967262603,102938,103,75952,1
803,165894,1,288364,56,51193,18181,1,1,27.139423828272193,5149.357142857143,59,4,2,0.5465587665588595,0.7548371568554116,22524,93,134807,0
568,59888,4,509785,34,77371,37405,1,1,29.223416880502256,14993.676470588236,69,3,0,0.085816012143279,0.3049066350268034,110972,175,62772,0
324,148107,0,649477,38,186858,30877,0,1,0.0,17091.5,92,1,2,0.09065248472226327,0.4987115197189682,12142,184,62230,0
574,28252,0,663696,41,15411,7682,1,0,0.0,16187.707317073171,54,0,2,0.3202235735632873,0.7991938996193749,53630,28,28165,0
421,38503,3,196048,27,91699,22223,0,1,0.0,7261.037037037037,51,2,2,0.004302311020497474,0.9349103197724256,136164,59,109707,0
368,175650,5,791580,12,41666,36132,1,1,0.0,65965.0,59,2,3,0.5771867222527959,0.35216049588722764,95640,103,7824,0
375,105504,1,395607,33,64416,11177,1,0,0.0,11988.09090909091,103,2,3,0.43216559453986125,0.7899918183852644,74732,83,36686,0
719,131752,2,883426,53,232021,21458,1,1,59.67746396550152,16668.415094339623,60,0,1,0.06253931937172066,0.19446708109428334,50991,90,65624,1
603,128613,1,738142,23,68654,30176,1,0,1.2762369003126288,32093.130434782608,41,3,2,0.4348661987698741,0.9035401391865641,15229,143,67944,0
624,145075,2,983796,53,13049,10932,1,1,2.9741625866683217,18562.188679245282,73,2,3,0.043270298301542366,0.6862500101999565,18447,40,10593,0
747,64202,0,650085,52,64446,20710,0,1,38.659040147202916,12501.634615384615,84,5,3,0.05655688479858592,0.15273932007014823,108067,167,81753,0
629,52087,3,551121,19,26026,22119,0,1,0.0,29006.36842105263,110,5,2,0.3883729521211632,0.7398289216099309,42578,56,145936,0
678,27659,3,228467,37,186855,7102,1,0,19.820859457973377,6174.783783783784,108,3,0,0.39985860041251614,0.7240576712682807,12978,73,20173,0
351,175659,1,428731,47,291853,7104,0,1,0.0,9121.936170212766,95,5,1,0.2711958183145627,0.7422974569170884,66857,48,76572,0
811,60246,1,865426,33,50307,22523,1,1,49.34748387901177,26225.030303030304,93,1,3,0.49741716664946534,0.3448774174246808,60632,128,90176,0
569,123531,4,412928,44,218658,7151,0,0,18.00362268055186,9384.727272727272,56,5,0,0.30988672212383284,0.7398002499268358,143774,141,51984,0
393,101881,1,100683,56,108812,37933,1,1,0.0,1797.9107142857142,43,5,2,0.4695684632103899,0.8265700568100571,36083,127,88326,0
788,49224,0,282876,40,21547,20951,1,0,60.48763744224975,7071.9,69,0,2,0.2798279499197074,0.3471289095410822,41598,101,54417,0
741,94507,0,615455,52,206366,28221,0,0,33.174028297546656,11835.673076923076,86,4,0,0.5719735717271804,0.20795766658104375,26365,64,28019,0
331,34976,5,647654,50,62970,15875,1,1,0.0,12953.08,64,2,1,0.4634288939676541,0.8878799214929188,29854,139,126859,0
416,51800,2,984630,50,154101,11952,0,0,0.0,19692.6,27,1,3,0.12803483747378205,0.6206940649811684,80965,28,149805,0
309,45145,0,937163,52,152132,19460,0,0,0.0,18022.365384615383,4,2,2,0.5490150841421759,0.4603871690449497,34991,66,60958,0
462,168395,5,554930,18,179184,28435,1,0,0.0,30829.444444444445,9,5,3,0.6271487380267668,0.879743905939987,108514,138,18411,0
360,122135,0,576787,7,40483,15902,0,1,0.0,82398.14285714286,53,5,1,0.05269925436486611,0.1360056435781477,122992,140,28708,0
726,186624,2,810639,14,75272,11304,1,0,17.52267475895279,57902.78571428572,96,2,3,0.48796847624048767,0.8105846058609751,74104,57,134819,0
614,98477,0,96214,19,221204,5759,1,0,0.0,5063.894736842105,96,2,2,0.632343724810458,0.4908212758833034,37438,71,132720,0
889,56242,4,615422,43,279815,21708,1,1,56.099707510214095,14312.139534883721,98,3,3,0.09172231822288275,0.04252426151803135,123479,67,76270,0
750,129546,4,500302,34,3517,27187,1,0,20.992753836593195,14714.764705882353,86,4,1,0.721321935788025,0.9726126856785379,145022,178,131349,0
667,187324,4,793934,31,124164,21064,1,1,38.904315837843534,25610.774193548386,5,2,1,0.33183902900220485,0.7780667427488424,137774,117,37292,0
606,115867,1,810339,6,264419,10195,0,1,24.382581883789893,135056.5,107,2,0,0.5902718568789745,0.21475582385457725,138166,28,63049,0
332,23214,1,672815,43,86089,9895,0,1,0.0,15646.860465116279,114,5,0,0.7192398774634139,0.9236955800012666,121463,36,21355,0
342,74652,5,674419,26,134285,15082,0,1,0.0,25939.19230769231,103,2,0,0.7917097206962266,0.9353455586557802,111269,18,84001,0
670,186494,4,706576,47,271298,13915,0,0,46.95455312727451,15033.531914893618,55,1,0,0.4671400512250318,0.8004656000965181,143561,52,106416,0
302,113303,0,601128,12,290690,8150,0,0,0.0,50094.0,28,1,1,0.5634191428025234,0.1271704331420751,52236,48,144431,0
325,191348,4,266420,22,196587,37688,0,0,0.0,12110.0,109,1,3,0.2013597392939359,0.18638133323337291,139498,92,114396,0
431,111669,4,320298,9,208241,13190,1,0,0.0,35588.666666666664,24,3,1,0.2320370977483094,0.754032934904249,5042,151,101409,0
831,22169,3,754730,21,184184,10024,1,1,28.60456544551536,35939.52380952381,96,3,3,0.6806155415220759,0.9138057704629918,125213,177,102649,0
575,177150,3,637449,56,85088,24266,1,1,11.984543036616817,11383.017857142857,116,0,3,0.31859512292187164,0.21501813789442015,51440,114,96217,0
726,157344,0,276014,32,266021,32041,0,1,0.0,8625.4375,109,5,3,0.6579471635424303,0.46082783522360005,45309,156,65881,0
547,148745,0,883966,30,10222,18588,1,0,34.57069496714189,29465.533333333333,64,1,2,0.04047745163076222,0.15479395968245258,101952,133,77505,0
404,194637,0,981609,21,17562,26695,1,1,0.0,46743.28571428572,101,0,3,0.17460273743432994,0.4780078428306942,27801,67,30023,0
523,55315,0,644777,20,180539,3800,0,1,4.485463432388769,32238.85,101,4,1,0.1360752711761223,0.6425291300347242,149085,124,7901,0
355,183063,5,266398,42,251304,21305,1,1,0.0,6342.809523809524,117,1,2,0.4216539757619659,0.018554888409359926,109598,64,119483,0
762,61872,3,941367,60,244272,2663,1,1,4.052139357990974,15689.45,45,4,3,0.06442443804530366,0.6429271916942968,4840,65,76928,0
410,194728,4,274850,47,203359,5500,1,1,0.0,5847.872340425532,77,5,0,0.27509634993704646,0.639749927685734,127139,198,131329,0
526,54457,1,460841,46,112888,23680,0,0,0.0,10018.282608695652,99,4,0,0.7889960878804771,0.4550084868656362,17970,183,22660,0
888,119058,5,865740,31,107998,8183,1,0,48.1933170459313,27927.09677419355,29,4,0,0.6353737093602977,0.8954022625942131,123823,133,61821,0
655,162082,1,544645,11,127696,1463,1,1,21.577379816031588,49513.181818181816,29,2,2,0.6084731303359692,0.13481901752005454,122304,121,42318,0
575,34068,5,280836,45,76905,7159,1,0,44.689741173897644,6240.8,48,2,1,0.10809175955243422,0.05131183045372334,97256,139,126977,0
626,32007,0,126097,50,125742,30913,0,0,32.56527925382054,2521.94,45,3,1,0.2916472852656106,0.4958311599746559,90862,152,59647,0
771,172962,0,392858,34,31441,23472,0,1,23.419433255344828,11554.64705882353,91,2,3,0.5444703770298032,0.5330345200821096,124821,15,97162,0
452,30876,0,688485,11,95961,15272,0,1,3.1309148545580827,62589.545454545456,113,5,0,0.017300189794717015,0.2666891862436851,127867,75,17227,0
682,130489,4,728908,45,282323,38936,1,0,38.84196498577167,16197.955555555556,21,2,0,0.347181192780902,0.9616277066536864,106661,25,81412,0
824,188880,1,261794,56,212079,15430,0,0,40.54178566613325,4674.892857142857,41,2,1,0.7428718313782195,0.2537272399831496,27293,108,68995,0
644,130653,2,200811,18,42573,35090,0,1,18.605666870787644,11156.166666666666,112,4,3,0.06587184551968628,0.2701618287331279,100474,62,93538,0
568,106580,2,716380,14,85883,13798,1,1,0.0,51170.0,73,1,2,0.7250074709648003,0.8109864548212067,31814,69,89869,0
387,95106,4,201118,46,77831,1010,0,0,0.0,4372.130434782609,27,3,2,0.15561729961682885,0.922823675828765,8893,170,20623,0
449,134870,2,111041,24,84502,4410,1,1,0.0,4626.708333333333,74,4,2,0.151285778675305,0.5361397460048596,24462,44,12251,0
868,122932,0,512040,45,207332,10949,1,0,90.23736258654093,11378.666666666666,106,4,1,0.15634876701083453,0.01905398694656435,70150,183,23182,1
625,110318,2,592366,44,268503,7463,0,1,26.892525104436025,13462.863636363636,47,1,1,0.7450048658425693,0.3554348825558603,144632,87,36567,0
481,47644,1,281512,20,213046,6290,1,0,0.0,14075.6,60,0,3,0.48299599551493017,0.22393982861582573,7009,42,110372,0
551,139280,4,250659,8,146528,15334,1,1,0.0,31332.375,75,1,2,0.6006311562374984,0.5110180473346554,12977,33,44033,0
647,153159,4,273875,36,48230,39028,1,1,17.86141070398147,7607.638888888889,102,4,2,0.2931260848677372,0.6825717892687797,15670,144,145643,0
623,147594,0,375685,28,42866,8020,1,1,32.06710380366453,13417.32142857143,69,1,0,0.6986007487784894,0.39243628540801234,30195,181,17577,0
720,33503,4,58776,53,244240,9424,0,1,37.89970398481181,1108.9811320754718,116,0,2,0.46554970873195,0.5373599807259233,82069,176,78632,0
454,146519,0,61168,25,203288,39809,1,0,0.0,2446.72,92,3,1,0.4798679465652329,0.7598603144122315,123564,38,108792,0
690,151361,3,401927,19,153086,8052,1,0,21.14968328808294,21154.052631578947,52,5,1,0.6018568416625099,0.24614700847316628,9026,177,12830,0
566,53014,2,68908,53,173158,33208,1,0,9.42850686648879,1300.1509433962265,60,1,2,0.6189140986713295,0.19596789826376027,121056,49,79538,0
865,172816,1,352338,46,254537,24835,1,0,71.32746842064196,7659.521739130435,85,0,1,0.545490857269032,0.8056349468271816,137157,94,14870,1
394,114292,2,601867,40,244145,37108,1,0,0.0,15046.675,11,0,2,0.09512794687670026,0.03702362384083513,13745,6,119526,0
389,105044,1,79598,58,26185,22248,1,0,0.0,1372.3793103448277,29,0,0,0.6933812741865799,0.15059658371056506,68650,55,72768,0
577,150093,4,636934,49,118532,23739,0,1,52.267529583879394,12998.65306122449,31,1,0,0.208719292868211,0.012356745462270502,122572,67,130380,0
605,111769,5,640172,53,12849,9034,0,0,18.22248682892243,12078.716981132075,97,1,2,0.7969553266743357,0.5553847934559067,105595,192,100362,0
715,118054,4,594667,49,115439,22997,0,0,0.0,12136.061224489797,100,3,3,0.3084063454148746,0.6000857318073685,29398,59,50949,0
542,76198,2,645323,28,191097,26815,1,1,0.0,23047.25,99,1,3,0.09599783807914211,0.5310306943695038,23873,59,27457,0
849,187018,3,818775,9,62521,39475,0,1,52.46008144783116,90975.0,15,3,1,0.25286920207135666,0.4142690293102802,67971,58,27956,0
584,194503,2,117260,39,45007,3880,1,0,0.0,3006.6666666666665,37,2,3,0.45882739488055785,0.5290291234184641,127444,54,9790,0
377,43477,4,210386,48,147279,6270,1,1,0.0,4383.041666666667,39,3,1,0.3131569905619359,0.19393780151596263,142397,110,48545,0
371,151963,3,351189,60,157485,774,1,0,0.0,5853.15,5,3,3,0.6629453511753769,0.8262427248361569,72754,45,110773,0
885,24200,2,703710,43,214231,31618,1,1,28.95948770327744,16365.348837209302,33,3,1,0.5457650363363811,0.9807730037062758,80377,61,56434,0
380,86418,2,879166,37,4232,3296,0,0,0.0,23761.243243243243,53,5,0,0.17076045248326707,0.5406228826460545,84699,109,26189,0
869,194600,2,922732,37,74395,36620,0,1,95.98468021574536,24938.702702702703,107,1,0,0.43108264397063634,0.3743555383183894,74540,153,16604,1
467,51465,3,603059,12,233979,14595,1,1,0.0,50254.916666666664,23,3,3,0.6300256001585876,0.7917827165591712,97976,26,68536,0
356,87860,4,439608,6,204594,11534,0,0,0.0,73268.0,104,2,2,0.7129870012420516,0.19307193108419518,42514,73,35432,0
483,59524,2,441376,8,269859,39001,0,1,25.39995535753492,55172.0,99,3,0,0.3159554679264333,0.3207735660958353,81905,116,111450,0
669,151080,4,106832,55,244431,28815,1,0,29.755718050993515,1942.4,21,0,3,0.7395717761211512,0.9399805834353263,92711,184,53842,0
557,103506,4,491847,49,251665,21890,0,1,57.90524964350052,10037.69387755102,33,1,0,0.028775567695577122,0.1862941726179358,85352,189,23167,0
772,126761,2,537203,20,153194,35559,1,0,51.0391881316161,26860.15,57,5,1,0.5413529617438146,0.11211557783658221,146286,175,44545,0
667,189663,5,247866,29,287506,30189,0,1,15.67320205588589,8547.103448275862,114,4,2,0.6255877958737531,0.5463536956445234,112190,103,69199,0
540,113789,1,779555,32,124782,25499,0,1,12.155141473785076,24361.09375,95,2,0,0.34011310451364435,0.5874173366827583,110666,24,10460,0
681,152147,5,821288,19,270929,12860,1,1,53.76810195674638,43225.68421052631,117,0,3,0.008779580735060756,0.5971501040109201,121358,194,21161,0
883,37623,1,336918,29,117555,39445,1,0,50.31749552019527,11617.862068965518,39,3,2,0.5496281282155817,0.16447822904091303,80097,126,144341,0
547,58744,3,918305,25,133205,28774,1,0,10.006463806422836,36732.2,110,1,3,0.2740513940303928,0.7211447272885667,47312,182,55389,0
392,190435,1,151745,44,205696,37825,0,0,0.0,3448.75,115,1,3,0.12145036375401119,0.24228112793273693,81295,185,113483,0
545,174721,2,915131,47,119504,38648,0,1,32.92373005633747,19470.872340425532,73,0,3,0.12568702121264827,0.9481025509468991,138464,160,137303,0
804,138202,2,779677,11,44130,21971,1,1,76.15096506797249,70879.72727272728,21,1,0,0.615331244665057,0.22795717734871168,132132,87,21462,0
430,88076,4,262737,31,268855,14310,0,1,31.967762277354858,8475.387096774193,34,1,0,0.1499115393699526,0.017311479100916904,54377,124,104490,0
870,55964,0,667657,60,135878,37888,0,1,73.43456335078658,11127.616666666667,18,0,0,0.38727863851373323,0.5678451933174161,73499,140,125786,0
653,173310,5,345203,53,278082,39963,0,0,20.347442978127848,6513.264150943396,98,3,0,0.7763114877252469,0.20284787310671204,42304,177,8348,0
661,161355,5,809747,49,119735,4878,1,1,0.0,16525.448979591838,39,5,2,0.6070549582946734,0.6285738253474129,3802,49,50067,0
490,63506,3,202591,46,291851,25537,0,1,25.408222535887887,4404.152173913043,85,0,0,0.43775491897178676,0.22921336057094777,48092,113,24499,0
853,126170,3,282665,6,180871,24098,0,1,58.8430786177025,47110.833333333336,34,0,1,0.42262028209935976,0.4280843641898019,16950,121,9619,1
321,131359,4,341841,59,230495,29944,1,1,0.0,5793.9152542372885,118,0,2,0.13386195323729363,0.17951440078801273,55060,45,47604,0
479,105943,1,239695,46,226661,39017,1,1,0.0,5210.760869565217,94,3,2,0.3571388600122191,0.428811357077414,9946,83,31514,0
551,186801,4,366165,54,60596,10086,0,1,28.89127836832599,6780.833333333333,47,4,1,0.11591972312506833,0.13652033872339608,48906,186,134855,0
586,42338,1,622455,55,244646,39030,0,1,44.29250139653643,11317.363636363636,59,1,0,0.06686569218483483,0.33797305772584463,107733,8,39415,0
584,66421,4,651451,20,283487,25724,0,0,72.92897627887784,32572.55,9,0,0,0.08730978876738762,0.19893161681780303,126875,103,113328,0
388,37105,1,576237,6,198340,3300,0,1,0.0,96039.5,19,0,3,0.48528892532142254,0.8161018727831083,133346,124,12464,0
435,144727,4,230164,42,284143,20440,1,0,8.391805556333566,5480.0952380952385,120,3,1,0.15484238620948504,0.7293540835945105,85051,182,94537,0
357,135922,4,242322,31,253827,5338,0,1,0.0,7816.8387096774195,99,2,2,0.11947641199286707,0.16681939816389346,82862,60,105767,0
644,197717,1,923427,7,199840,38257,0,1,17.99808349471717,131918.14285714287,101,2,2,0.6937047696775899,0.0829045525276777,145212,82,27126,0
510,117617,3,288770,20,143162,30529,0,1,22.100442127569462,14438.5,78,1,1,0.0976103705875623,0.02574460601302908,84230,20,67504,0
640,47107,2,147944,60,257184,36187,1,0,0.0,2465.733333333333,29,5,2,0.5645080911270393,0.22667179613444077,14425,70,139687,0
654,101159,1,481289,25,55649,24101,1,0,50.763058451200095,19251.56,15,2,1,0.3336002097179172,0.48017736599671124,140517,200,94044,0
721,35912,3,56534,20,168353,15867,1,0,34.0830007183739,2826.7,88,4,1,0.4632637902119675,0.3998831968642005,92869,155,122179,0
628,140764,5,375521,42,244718,17134,1,1,10.077867221342517,8940.97619047619,42,4,3,0.01868433159760663,0.971499031762559,100665,88,66586,0
689,141355,0,862198,42,283239,37875,1,0,53.18225046097188,20528.52380952381,3,0,1,1.5391613263027182e-05,0.7922456451919524,16211,129,39716,0
652,174377,5,304021,24,80135,6062,1,1,44.439840995561525,12667.541666666666,5,1,2,0.6537988352151396,0.07818668274786456,71516,194,73129,0
692,81152,5,718582,52,28181,35393,1,0,9.180882375063334,13818.884615384615,68,5,2,0.3803529268078131,0.158932382533298,69910,91,63627,0
670,75822,3,515323,37,100008,16880,1,1,54.80440517051852,13927.648648648648,102,5,0,0.057045549159354184,0.02659905187485645,122579,62,147522,0
490,32824,3,387592,14,259189,23615,0,1,17.872910871764848,27685.14285714286,45,2,2,0.27476488255243864,0.1382263614382565,58645,177,67116,0
448,94727,2,678497,23,157149,26680,0,1,0.0,29499.869565217392,120,0,3,0.4050835490006285,0.5294171488262903,52775,171,95966,0
773,105555,0,615725,52,16651,3284,1,1,78.83605138624142,11840.865384615385,47,1,1,0.1083947814775998,0.07673803532520918,102755,106,90189,1
505,155807,3,352322,10,35808,5947,0,0,0.0,35232.2,89,5,3,0.4370703598220302,0.05986794731012701,4303,7,58878,0
630,155679,4,262367,6,101732,6431,1,1,20.103582803625002,43727.833333333336,31,4,0,0.4230005758698114,0.11816150429593408,112326,7,59347,0
418,45245,1,920980,42,102820,31147,1,0,0.0,21928.095238095237,74,0,0,0.4822681330753807,0.6694136450732134,3091,28,127473,0
559,71322,4,209970,30,40597,3075,0,0,0.0,6999.0,35,4,3,0.6482094442043509,0.01935812490810984,37238,140,35454,0
618,112065,4,961525,19,148243,24436,0,0,16.173859876635273,50606.57894736842,94,0,3,0.3302230507094895,0.9696261001940625,75625,39,65312,0
676,80308,4,497592,31,143741,4319,1,0,0.0,16051.354838709678,56,1,3,0.710848022768057,0.3807862635145526,30669,17,101714,0
616,24598,2,996907,16,59792,30713,0,1,11.798880470591758,62306.6875,7,2,2,0.3797390023279505,0.33658736102372044,7231,138,13203,0
516,172226,2,385528,26,69674,39079,1,0,5.239895778312929,14828.0,32,2,0,0.3657191713714502,0.4748128339678629,64087,99,103246,0
878,151629,2,587232,18,199327,16561,0,1,60.197786974881815,32624.0,44,4,1,0.5245485587231835,0.5178617946166306,106661,108,125746,1
608,113613,5,634469,38,285622,8486,1,0,17.679604184034226,16696.552631578947,58,0,2,0.49401697225982694,0.4200133889638339,37814,42,69146,0
785,77148,5,371764,43,298950,17795,0,1,59.94558224877878,8645.67441860465,34,5,0,0.009147951007140876,0.4863258808143107,42564,47,89533,1
742,171692,2,257241,56,167796,27634,1,1,22.814469425074776,4593.589285714285,71,3,2,0.7859444721793559,0.3397339007492862,102141,52,75565,0
635,26350,5,544322,9,11549,29094,1,0,48.47349958147286,60480.22222222222,116,1,0,0.7541548689155744,0.32200742072343225,142249,131,101559,0
832,100350,3,679781,23,269320,25461,0,0,83.46661512979279,29555.695652173912,86,5,0,0.22502875399724465,0.027315265115261056,78619,197,12347,1
377,164173,2,298352,20,285157,23280,1,0,4.63480853975702,14917.6,39,2,0,0.44686667213260156,0.6718005340770477,84726,184,94521,0
853,191536,0,778519,37,83417,25246,1,0,67.50410794646444,21041.054054054053,82,2,0,0.6163881388717196,0.6172719795652378,124393,27,71134,1
810,65255,3,656933,35,120107,8694,0,0,45.754330271131465,18769.514285714286,117,0,0,0.7363742592783666,0.6688203773722011,11773,138,10175,0
602,137143,3,208304,54,7793,8268,1,1,0.0,3857.4814814814813,31,5,3,0.46872531209959956,0.9410550540649721,147229,153,121058,0
740,54143,5,941716,56,240361,37235,1,0,3.967825787245726,16816.35714285714,30,5,3,0.015152106350545936,0.4730847396688014,72424,12,27005,0
612,40861,4,91665,48,232697,23174,1,1,19.849133251896937,1909.6875,7,1,2,0.5445423580297962,0.8817704343022418,57960,129,90765,0
461,83544,0,671042,16,6188,34448,0,0,0.0,41940.125,102,5,1,0.07446245511923114,0.44394324685784825,93459,92,128285,0
780,179317,3,467608,8,210714,25022,0,0,40.37280338413495,58451.0,101,4,0,0.53694221883008,0.4776140274615617,136976,43,138502,0
447,144106,4,671119,55,123564,18211,0,1,0.0,12202.163636363637,51,2,3,0.469942081624507,0.6329525177148896,140681,159,96088,0
488,108068,2,785323,57,163648,22816,1,1,0.0,13777.59649122807,105,5,3,0.5125357023318479,0.2159013993856187,117022,188,108895,0
612,70907,2,702841,19,65500,27669,1,1,17.285170028836262,36991.63157894737,79,3,3,0.15140615918832065,0.21735612255710335,73574,122,89798,0
803,45495,4,668241,8,244603,7446,1,1,16.154218438382042,83530.125,118,4,1,0.39488789024956505,0.509831844219614,24070,44,117758,0
530,68737,3,848842,43,121322,18484,1,0,14.026151229201567,19740.511627906977,111,1,0,0.49436543557338297,0.06860981772029384,30165,89,146507,0
596,47484,4,716788,38,252026,28923,0,1,40.936418930883306,18862.842105263157,116,0,2,0.24023432913133025,0.23665804942399393,125718,106,71470,0
325,53675,2,823056,54,44481,3481,0,0,0.0,15241.777777777777,49,3,1,0.1452986091387982,0.7934121535809415,20516,181,64884,0
369,143756,1,432697,37,176371,2929,1,1,15.037419774841089,11694.513513513513,77,1,1,0.17814459110903932,0.46373342732623957,73263,159,30150,0
333,43885,3,242682,47,93046,6403,1,1,0.0,5163.446808510638,22,5,1,0.6864133352878236,0.02662193354911635,62339,136,147004,0
343,28527,5,273198,49,289779,23648,1,0,26.542313802285364,5575.469387755102,108,0,0,0.3716348162360006,0.0607414183622893,106956,154,137267,0
821,117621,3,631502,6,167066,9537,1,1,20.128887798318907,105250.33333333333,40,4,3,0.5288587015812429,0.919515378572632,52793,141,107409,0
806,71587,4,555190,14,215914,17450,1,0,52.70937479592235,39656.42857142857,55,3,0,0.4119110913191961,0.9567184483402927,105987,67,100584,0
793,101850,0,123294,48,25856,5352,1,0,0.0,2568.625,73,5,3,0.6673018014992657,0.6411038378215835,77207,31,34683,1
333,45161,5,244147,15,203063,10011,1,0,0.0,16276.466666666667,95,5,3,0.406795893717829,0.18494510854174662,133123,169,136874,0
346,57796,1,969174,17,30323,710,1,0,0.0,57010.23529411765,89,5,0,0.07466025033730457,0.36808620745252296,29649,113,13408,0
468,99394,5,739917,47,108426,32296,0,1,32.52496717956415,15742.91489361702,115,2,2,0.15838775482652245,0.30546705652130435,114653,193,94541,0
639,144204,2,767230,17,66743,18661,1,0,51.6052648455433,45131.17647058824,87,4,0,0.010612332137616943,0.7851563208214376,108799,138,41762,0
500,94584,5,237118,14,677,7035,1,1,0.0,16937.0,96,0,3,0.6652194264477821,0.5370896851257652,124045,97,70900,0
593,117509,5,111010,6,175886,21049,0,0,6.784727021075492,18501.666666666668,70,2,2,0.5306182666461475,0.7796565486146969,74556,131,18793,0
403,113938,4,326700,31,72283,37320,1,1,2.991149952409904,10538.709677419354,52,1,0,0.6073615344973324,0.36051061021499975,49495,132,24537,0
