cibil_score,income,loan_amount,emi,account_age,overdrafts,bounced_payments,late_emi_ratio,income_volatility,avg_balance,transaction_frequency,monthly_spending,good_credit_behavior
837,43284,737069,8772,119,3,1,0.8232263592464995,0.6898412834359643,61342,150,69261,0
707,103369,87019,3627,78,1,0,0.10304169343098268,0.5655643255679543,79179,30,128825,1
824,45122,311497,46432,97,2,1,0.22744825406479963,0.07748579745049144,36069,41,108902,0
805,150349,639421,10219,92,2,0,0.003121651356409627,0.16262829631571707,74246,74,82964,1
335,90553,950876,25464,52,0,2,0.30351012487811146,0.3880492700584143,39560,173,45677,0
319,114788,771818,32232,37,4,2,0.10860740234649258,0.18560406395543316,59070,83,59830,0
620,82812,429747,44481,8,4,0,0.472793345301583,0.7922223472439286,43427,174,18922,0
811,27999,208598,10488,44,1,1,0.6771274885739019,0.41607023555328004,61496,94,106696,0
699,42436,702873,36949,98,3,0,0.8745052950380771,0.09343186684249927,65557,45,77561,0
770,62963,495414,46362,108,4,0,0.7492171650908982,0.48434290227212484,73752,179,23220,0
442,153168,819460,41932,5,1,0,0.9385855957785052,0.09083818106141417,78248,146,63380,0
391,176351,542750,20981,118,1,2,0.053898290393788795,0.12893730541981718,71441,133,143838,0
653,128899,879827,2901,69,4,0,0.01217983541654144,0.2396098320282053,49534,21,131449,1
350,46201,467247,24444,31,1,2,0.6613381138362127,0.8595277052474898,28930,187,20935,0
874,170787,518758,44058,45,0,0,0.2893524102222462,0.9246125323329719,97728,57,13784,1
489,180381,700102,20061,9,0,2,0.25350101610577314,0.8262577293320691,90042,122,28069,0
424,166150,424743,4881,106,4,0,0.33088708769379427,0.33407721741784724,8288,113,131185,0
449,25105,75939,31863,32,3,0,0.26979605789236416,0.27244644110883165,96547,163,45682,0
613,137666,987828,47826,33,0,1,0.5114364063015873,0.5491556907902392,82122,194,121547,0
869,114848,203939,7622,67,0,1,0.4401484472241325,0.7218531605331123,62518,140,104303,1
641,22839,836635,3378,30,4,0,0.5124285513766563,0.9933727881601748,33400,162,137081,0
604,88920,984048,19632,114,2,0,0.6727136115004362,0.13157071187892622,2567,81,87818,0
353,63619,983403,30311,76,1,0,0.3871305089711483,0.049291999023804434,48878,84,121269,0
743,62821,865495,7650,29,0,0,0.2513076871421568,0.694355888995271,49850,198,54273,1
563,145736,665168,47201,3,2,1,0.16620053680874547,0.8322257835039055,2094,49,65210,0
352,164565,578036,44224,90,3,2,0.3494741195326255,0.8463487798664232,12135,22,83191,0
871,37069,286094,9036,57,2,0,0.741806475246172,0.6784635490771607,80044,103,39461,0
304,27531,429413,41255,30,4,1,0.7567049101114696,0.9540158041191871,46113,177,14610,0
402,188123,917196,24499,9,3,0,0.6669053866842103,0.5110047635445869,59791,151,66973,0
495,158808,201956,39016,26,3,0,0.2340281753068746,0.9138147983362125,10684,72,148655,0
649,158782,206255,6603,2,2,2,0.5880862458546977,0.967812136991523,93783,87,35583,0
346,87155,514462,29773,62,4,0,0.570689661576848,0.8471574570031077,72727,54,16880,0
568,165047,944468,21937,3,0,0,0.4842661981097255,0.3097585632586206,84378,29,99257,0
669,82424,724619,14632,46,2,2,0.5499789863838642,0.19621565117029527,59552,170,122024,0
405,65603,741319,32607,68,0,2,0.49179063262366807,0.5481200649818184,9046,125,82417,0
419,174324,952957,28337,25,2,2,0.5654563660741082,0.45301475038018846,5934,168,13722,0
357,152503,476673,2220,51,0,2,0.7155059546211288,0.877758342192733,60556,72,30077,0
645,188553,397823,48994,13,2,1,0.10962819440343974,0.10003167106715372,47806,60,90868,0
773,112573,175829,6818,103,3,1,0.7496257521490237,0.2577400613115186,2354,43,137430,0
416,160629,178216,9349,44,1,1,0.1358861501275942,0.7517989445187085,96352,67,23229,0
426,123302,969607,7618,35,3,0,0.0666279984103747,0.09498664497731213,54046,132,83338,0
692,151234,640189,29464,55,0,2,0.9760796862214676,0.3207644140217002,66064,139,12598,1
357,185814,817674,44624,87,4,2,0.9569917688704415,0.38715539405398314,58184,126,102297,0
812,39675,225607,39344,9,3,1,0.06043654494056405,0.62259379656269,3963,190,145124,1
395,93997,459319,20255,2,1,0,0.44325344147496215,0.15813264571936458,28424,63,22741,0
417,168087,672334,26299,61,0,0,0.18624493829977473,0.8606044903497095,81039,52,79360,1
859,183663,402156,49975,118,3,0,0.4853448971344181,0.44754223546627425,4042,137,46288,0
787,160905,652566,3462,41,2,1,0.8301772429995874,0.9170217118805565,96777,40,142321,0
536,27896,324535,17905,44,4,0,0.9506117747428903,0.4678699136339316,8139,92,25565,0
571,184044,152476,26920,64,0,0,0.6342526534515374,0.27504025894073336,12226,29,66995,0
488,69733,996405,18252,31,3,0,0.35390566721181704,0.14182882868767488,81298,177,61656,0
746,61800,432865,43004,108,0,2,0.6033255656445984,0.003745094711284813,84652,23,55765,1
880,116044,671825,42581,47,2,1,0.31200130610845034,0.5321574849848356,39108,139,143086,0
546,25347,917591,36836,2,1,2,0.9098236408320604,0.10715669692692342,71647,190,124794,0
375,153715,967472,7753,96,3,2,0.870400463105837,0.3917277636311782,69617,70,118987,0
453,60785,231429,42005,82,0,1,0.558231750279661,0.5892717612370867,30815,84,67498,0
734,38681,267980,16175,77,0,2,0.32479891538036054,0.2756858969027003,8802,171,78776,1
385,123864,553551,8191,110,0,0,0.29338967558297835,0.17522429236611525,43230,129,133675,0
584,166964,871935,19898,69,1,0,0.03341799470505946,0.7747216226093416,64372,150,71711,0
519,67299,536675,20982,58,0,0,0.8158208510252952,0.9467911722816206,55020,107,52530,0
368,37073,125403,16622,106,4,0,0.45038321303900797,0.100440417861966,84449,133,138236,0
346,122304,638574,3001,44,4,1,0.3251329284002644,0.15559032438500786,18465,195,27916,0
393,50682,386986,49645,74,0,2,0.4711103549977539,0.9600126572527187,8994,135,50376,0
752,144302,154927,45000,56,4,2,0.818737990454652,0.03778422181224628,4531,131,120713,0
503,165361,851340,25283,43,3,0,0.12461420770752119,0.9776323365504722,10343,25,126128,0
517,135359,535833,23435,89,4,0,0.8576559882418273,0.004644483084988771,60066,130,95566,0
773,158999,493842,29223,34,0,2,0.897508835108354,0.8736686556513313,7229,128,87125,1
731,199402,349372,39244,101,2,1,0.9467079150338882,0.3073251809877495,95311,162,97519,0
640,86707,73386,32024,30,3,2,0.3974879924226278,0.9385888581772965,93302,15,22437,0
850,85428,227826,32734,71,1,0,0.21714040403767187,0.31694528863558546,83124,26,72146,0
588,70601,554158,2515,70,0,0,0.3736408184666985,0.654306321534056,89704,115,37618,0
553,153611,340446,47246,118,1,1,0.3329120962314033,0.08003256976593665,45789,129,19705,0
656,131487,372959,3191,55,2,2,0.17615391250286005,0.242329811453739,45069,61,90912,1
322,173741,302156,34264,67,1,1,0.6072666701014879,0.7736793464792507,88402,93,61750,0
821,171716,899776,45628,13,0,1,0.4766241605086289,0.5286858536788197,10524,135,54379,1
399,169817,948035,48216,3,0,0,0.8657009923240037,0.9279690617870447,89074,162,62682,0
479,48228,519450,8297,26,2,2,0.03210958048205825,0.4287514083413543,87762,132,115894,0
522,185593,373258,29856,57,0,0,0.6438679275551263,0.8698123658139231,64103,49,70384,0
741,142788,298724,10334,24,2,2,0.7629488785115611,0.4489554374782375,9103,40,140512,0
624,117239,251202,26162,53,2,0,0.759486569188307,0.9792482787019853,59581,91,61128,0
815,46928,75525,8008,70,0,0,0.8860739670955251,0.9598343813988768,84938,122,142907,1
315,38322,129818,9987,43,4,2,0.7290337428294941,0.3291367055560803,55203,76,31283,0
635,107896,164589,32966,60,2,2,0.9278100616476963,0.8859236704168032,16090,196,59506,0
557,82292,195406,5332,58,0,0,0.33265659982089146,0.8476113742156492,16915,186,135007,0
796,49055,669003,2787,49,4,2,0.5032094167515431,0.21068039732756283,42477,72,104440,0
459,62891,243839,40990,42,2,0,0.014079663282890675,0.6242904007832697,57987,182,116649,0
774,101912,843076,11873,76,4,2,0.006957587303291213,0.07268231558981486,54238,107,21955,1
679,157660,413298,19006,113,3,0,0.2401266204515199,0.8367107205834616,88047,163,148270,0
844,110536,556453,22225,100,3,0,0.10080719713908526,0.17454588350349654,16029,33,54588,1
726,26304,307438,38444,66,4,0,0.2602113679357536,0.07081470138576451,97367,191,106626,0
567,27345,879901,37340,11,2,1,0.1770432945283974,0.4002190955388112,90067,168,79874,0
876,180372,476903,41683,103,0,2,0.02852002483864824,0.5769221385996435,54520,109,125117,1
716,175331,943041,7033,98,1,0,0.9093041464060494,0.854916958559771,71053,77,146373,0
467,111006,495872,9788,90,0,1,0.008223131388891525,0.9742425255217365,52464,123,77959,1
342,166424,460591,17689,18,1,0,0.7360821443370854,0.43949251256986366,22961,89,18272,0
855,149350,557235,46220,85,1,1,0.15214788691951653,0.06044692298527021,27835,199,142645,1
584,184437,563951,23598,100,2,0,0.9122296219996,0.7491155790258707,28725,93,34419,0
696,39446,377350,39480,104,4,0,0.8927959395898858,0.5651732562239374,26357,93,58555,0
311,22336,932894,31703,52,0,1,0.6539011463692573,0.44789134484446314,2244,80,146248,0
601,82032,741967,2066,46,4,1,0.6722341498006051,0.30926887879218967,68952,143,132082,0
552,117852,657466,47246,44,3,2,0.005339141969688543,0.5023985278435357,49061,120,35379,0
798,158593,991497,9533,22,2,2,0.984871566113602,0.33867960445703094,7490,143,28368,0
334,174553,749746,17103,53,2,1,0.8778326035758144,0.7570118677473603,78219,158,114302,0
389,38474,828754,6616,59,3,2,0.895106225730092,0.5438936964926411,6839,57,108906,0
717,197832,489503,48045,94,0,1,0.6592445370508719,0.876847774154112,25992,146,53327,1
414,75718,136724,40498,114,3,2,0.34478692865453653,0.5435439146494421,45938,68,103787,0
495,64629,803492,45492,107,0,0,0.8936486490904808,0.23826241333993003,57249,142,41977,0
800,65232,146393,13772,30,1,2,0.29151692815119234,0.8510918822321445,45735,35,16714,0
792,106544,963746,25849,8,2,0,0.5627115433422029,0.5572190449300439,51734,40,116680,0
374,70669,650600,14940,98,0,0,0.0997309723438824,0.20684103814356125,48080,14,87237,1
712,89184,911756,18932,57,4,2,0.9219556301327502,0.6235078099562221,75460,30,62299,0
675,199017,645484,31769,111,4,1,0.14077045777121333,0.35771676494242755,82457,24,75124,1
719,33140,644302,26648,73,2,0,0.22489680573040727,0.8444056122920658,25260,129,103052,0
576,146468,451426,49411,115,3,0,0.558134158128215,0.4532997386465428,60607,48,50912,0
693,103457,716282,34966,20,3,2,0.7640930002129815,0.7264413581074167,62852,66,124742,0
756,34357,479505,29777,104,0,1,0.619351305936299,0.09553620763623716,29380,83,78446,1
491,131672,572313,34567,25,3,1,0.23213391280015616,0.3960243463023462,85347,13,71516,0
398,88673,83340,19174,19,2,2,0.0009430425274903342,0.9832414364723987,72257,75,135223,0
847,141673,351994,44598,5,0,1,0.7571505803074392,0.8084602894771483,42191,94,93521,1
395,85633,546915,15798,75,1,2,0.9852073259110937,0.15994080236692865,5930,28,135673,0
489,116111,687999,19558,79,3,2,0.8099131203060904,0.2777640494772551,5353,144,81366,0
336,98258,789538,46237,72,3,2,0.46020661815661534,0.3298158088563611,8832,64,50888,0
668,163996,61094,2178,83,0,0,0.9037672613991066,0.6503655604954457,50554,88,66195,1
824,89286,924391,22470,87,4,0,0.40984767311835,0.7569947594896556,89487,124,94010,0
578,113269,842173,19118,27,3,0,0.5249340842434675,0.7495266088079098,55017,82,108474,0
516,94071,685873,24616,40,2,2,0.47712976739568325,0.5098740563064028,58298,20,139986,0
572,50651,515590,2798,96,3,0,0.44762387266552495,0.8108205378381512,52389,33,78345,0
361,90202,560491,9601,26,1,0,0.7751907692939057,0.43707808275747506,74306,164,132617,0
895,68777,434708,27363,27,3,0,0.526768907269492,0.1238805652955619,26525,123,69117,0
641,168066,118798,4795,62,4,2,0.31671712202521607,0.5644418416538133,83092,39,33095,0
696,87263,952458,33926,83,3,2,0.2581581676584783,0.9523013846011067,81630,47,13991,0
318,120158,251604,47264,50,0,2,0.037747316967433386,0.7929936513925113,74471,100,33519,1
476,30800,160130,39356,42,3,0,0.583195161883046,0.5787006476922424,69211,123,36657,0
695,57823,858596,9297,29,4,1,0.2299614154010342,0.6468056603490969,32280,57,10826,0
744,83878,740955,5084,39,0,0,0.1481339220163831,0.9305620270355727,12240,24,92049,1
532,38708,80257,32329,60,2,0,0.6538299638276777,0.4283427944349605,66092,119,27801,0
375,163891,457427,13110,41,0,2,0.6812092578215488,0.33139413894263736,70541,12,49566,0
564,83870,932421,2731,33,1,2,0.752154892257666,0.977241565000449,63851,126,140794,0
754,29283,972736,3129,83,0,0,0.5035768963385915,0.8634431335103334,7544,46,146208,1
683,181645,102691,30022,101,2,0,0.8940546052038866,0.3230435846186024,58981,81,27421,0
863,98707,654056,3605,83,3,1,0.9363427533982278,0.4637805973609228,18332,74,88027,0
805,182005,468829,13970,97,0,1,0.8073709397924894,0.41507812900779906,27836,115,17546,1
666,25774,588314,45705,111,0,2,0.6355934820081872,0.14909567867143392,15388,20,81439,1
443,162055,799450,46130,16,0,1,0.30372095359118867,0.9578193238132591,2694,73,26406,0
368,116468,343052,31265,23,0,1,0.9829449216202212,0.4043124312197588,87677,57,140209,0
398,116334,593898,34330,7,2,2,0.27413616719193834,0.875329082637908,89202,177,19825,0
695,38133,227718,4933,26,4,1,0.20265692199043106,0.18935622768066507,50294,183,44173,0
324,166011,548357,17187,96,4,0,0.44215411378658276,0.5478708106372198,39769,10,65619,0
768,20781,375329,27791,12,0,1,0.05684057071238846,0.02396138512426982,40420,127,93114,1
783,134586,908999,26900,72,2,2,0.9784944646717908,0.7642204838423086,38855,37,117071,0
864,47624,228646,7074,5,2,0,0.5884335564164248,0.5809138982462784,2460,19,148995,0
450,26823,568420,48805,106,0,1,0.5569520916641753,0.6255895834697527,48646,18,44374,0
443,38489,272123,28426,92,1,0,0.6557962798997199,0.05172088255465346,42252,171,74368,0
868,191033,545236,41867,117,0,0,0.49702364777720665,0.2110383302086154,10835,67,18316,1
338,49118,872614,2893,69,1,1,0.03206351709454158,0.07433087235358016,11910,9,20556,0
408,120417,952568,36158,49,0,1,0.6123112888403968,0.28891431580381177,83757,125,114554,0
341,101816,968074,21773,26,1,2,0.7161738769564306,0.627439007682151,92149,94,54494,0
485,173335,541006,6239,5,1,2,0.41674906062405315,0.5661859843173752,97889,111,94671,0
697,33565,593576,22863,22,0,0,0.7572955720711929,0.6121498216133903,9463,184,42481,1
522,171426,915256,5432,79,1,2,0.22700129933842061,0.5492512713778943,14336,20,38401,0
432,194023,997381,37139,13,3,0,0.22127659106618403,0.27302879567585936,27534,103,50431,0
462,111179,658713,3515,28,4,0,0.16141698768757395,0.24450749734442523,3369,170,74459,0
514,43648,50917,33670,33,2,2,0.37199475978916186,0.13705968353658127,26381,57,100473,0
534,61971,912034,41094,107,1,2,0.8470120353890835,0.8490708749034921,86094,81,133311,0
887,38658,901007,16605,23,1,2,0.8279120621490643,0.6164793585412445,88905,97,130327,0
308,41253,908950,7586,97,2,1,0.3828242079635038,0.18651101250405977,97490,185,144295,0
373,199635,827475,37685,107,1,0,0.5891187359802366,0.17720937982123952,26407,178,50149,0
791,177462,89104,33186,18,2,0,0.7208163164749156,0.8730356015261367,63552,102,22863,0
552,108664,723422,28928,114,0,0,0.24120677462802298,0.7427308637633193,36939,102,113488,0
529,123850,329143,34728,117,3,2,0.16814108589474708,0.6593990799053714,93303,147,32499,0
818,183730,312091,19551,30,3,2,0.972095993212311,0.4068641075392998,68576,63,99218,0
473,157924,505061,23493,26,4,2,0.6175573132096185,0.26197556427851754,89652,182,42132,0
467,153623,453157,22711,16,1,2,0.9814157218336639,0.9794507631128238,27170,141,136272,0
469,91947,635457,22039,77,4,2,0.3377559871322291,0.7972395750228002,72908,30,145605,0
692,81001,204542,38561,39,0,1,0.7030316999741315,0.3017792231362765,23369,7,90096,1
493,142775,179744,11947,33,3,2,0.22260363654123771,0.8475647962784947,74098,104,20633,0
816,53243,947116,34335,26,0,0,0.26120017127391293,0.7589319486146815,45544,51,13996,1
328,172872,109821,17859,48,0,2,0.511902121269624,0.29708054987799837,6900,9,141086,0
464,95939,267741,25122,65,1,0,0.3196181255080712,0.4265528542416397,41733,66,11674,0
721,77828,299265,3577,113,0,2,0.16762156384058446,0.18595344539102665,88236,88,67251,1
638,158311,487651,44256,38,3,2,0.262880701989326,0.11105244437810935,1589,137,130162,0
795,26710,447745,30350,2,4,0,0.03574839446586464,0.7227620328396968,61044,142,36321,1
664,172456,264127,43932,113,3,0,0.7044236214774866,0.2675118573538666,66311,84,50131,0
641,172110,324336,35798,6,1,0,0.4921166570858616,0.8200593657462536,58926,67,145282,0
799,191918,386246,33898,46,3,0,0.09424306640452562,0.9956087115144261,71599,29,125663,1
810,57991,253834,17881,50,2,1,0.1716939931284912,0.07661981392964867,86553,48,93605,1
626,158043,808826,12785,38,4,0,0.10253453811264401,0.47303512508370027,84910,157,44851,0
516,180211,951326,8691,106,2,2,0.6125928082758765,0.8020625593108031,89435,162,36865,0
600,105445,136795,19297,88,2,2,0.0942103636124938,0.7889508965412335,50008,18,93606,0
431,100257,215159,8358,18,1,1,0.7542823330352161,0.7599971583309685,67794,90,145230,0
369,57711,378821,21581,27,0,0,0.020510919320391174,0.34899493530191095,80134,175,131497,1
551,26530,709987,3462,41,2,2,0.2493757879958921,0.4538532556850523,3866,160,67852,0
714,31116,293877,17511,72,3,1,0.8906666758919072,0.5949683573414702,53890,23,59339,0
744,85794,249298,12570,92,0,2,0.718531318122246,0.9739405835732572,42504,106,111086,1
481,151354,548843,46414,74,3,1,0.07296833292568772,0.3275472709384929,96668,174,30572,0
466,152970,970759,17474,17,3,1,0.8211261044851798,0.9231438877168577,54374,24,145172,0
390,24135,762793,9037,119,0,0,0.4930351215402048,0.2693569181804941,30404,83,91061,0
830,157701,186285,30129,62,0,1,0.8467830271688292,0.9890744654737046,66223,143,28456,1
338,129472,152412,44267,29,3,2,0.6007397744503934,0.6702636868275917,1637,186,65803,0
425,145147,593692,15386,58,1,2,0.6818330320328587,0.46351148035855094,91152,102,75633,0
750,109087,166545,8221,70,4,0,0.9935015603957081,0.6133904280636049,16828,125,46232,0
472,53380,468596,25474,78,4,0,0.23233554592401817,0.2725311690402068,54544,156,77323,0
519,149951,272128,42537,22,1,1,0.6239455747613883,0.2741738575114666,92732,21,116067,0
357,37071,724533,49124,118,0,0,0.46032139005739836,0.11355454384349384,46097,160,26092,0
775,40074,758387,23045,6,3,2,0.039451952922691436,0.11405029770539876,33022,54,11132,1
755,87843,860421,27783,26,4,2,0.014470641502865034,0.34767174146891133,33202,187,141024,1
660,59901,835945,42157,39,3,0,0.11922857781785867,0.7628554778963716,29704,14,23068,1
300,31205,420250,6922,12,1,0,0.6490917405385481,0.6079711675981625,92411,153,125729,0
686,144661,336663,48407,99,3,0,0.5671630879133922,0.10258456033102081,24641,62,86593,0
647,25906,831163,24706,14,1,1,0.5534295611637274,0.852236524975911,38479,166,65041,0
489,153663,858871,44771,22,0,1,0.031856762528260085,0.6013676269900664,79771,99,73372,1
804,145576,430714,34479,51,1,2,0.46930299636000705,0.9608555767847797,23027,111,77562,0
490,82987,64995,7178,23,1,1,0.9246228178425285,0.6701854674112075,99463,175,102099,0
807,100685,73559,32022,48,4,1,0.3975918693106466,0.175174863704181,43912,143,74046,0
668,130454,571244,17240,71,3,1,0.6249224697884563,0.47378336230782225,93558,37,138088,0
708,125487,401193,28220,104,4,1,0.7798186756231436,0.6484975975472042,72474,190,106458,0
416,74400,448237,38736,50,2,2,0.7839252791418876,0.028264701049977692,43692,50,148161,0
433,176222,672288,4716,89,1,0,0.5192800823952713,0.014910264154807895,99884,193,26623,0
357,51852,726479,18574,13,2,2,0.8579519454023363,0.1294030005985679,33209,194,59641,0
855,193942,494755,48279,85,4,1,0.39137809336374696,0.25166443504547076,58563,133,22043,0
472,72756,538051,19719,105,3,0,0.8886932147847983,0.42954912352067554,57738,153,76572,0
448,135357,875782,10181,10,4,0,0.2402271663955453,0.4874404737597884,38242,66,134218,0
379,139052,489439,47763,117,3,0,0.28021640699057104,0.13802760893789678,10941,196,96700,0
512,76481,75517,46066,55,3,2,0.0531206241990011,0.6733915791158308,8073,91,67061,0
502,21283,521869,22213,9,0,0,0.7955818365422829,0.5961380616965348,38827,77,127957,0
528,53691,465466,8380,79,1,2,0.4170552362327056,0.2944640988411602,47225,188,16122,0
526,152197,265558,2615,52,4,2,0.22911661391139904,0.013659883435292008,38096,5,57346,0
831,46170,526111,2463,2,3,1,0.23179027761657967,0.07764791535329074,51546,25,123993,0
740,28438,925564,33973,25,4,1,0.9013999412292332,0.3916947755108394,67457,26,97630,0
701,40095,534282,11158,13,4,0,0.8339166004610369,0.15397435116568392,69309,186,87228,0
346,167226,510014,22651,98,3,0,0.5535308853571833,0.37681960614797083,70998,8,22054,0
532,159076,497415,5158,51,2,1,0.6161108004157211,0.6281826045103551,87496,69,11767,0
604,29752,567039,22008,58,1,2,0.474325570550291,0.5472374278792835,31268,183,14708,0
825,75426,895978,48202,34,1,2,0.39166654287880887,0.23117588313739423,86354,67,67999,0
442,46819,571396,6938,35,0,1,0.9154768812183315,0.3438224912587524,43078,147,62158,0
714,112051,155686,40185,102,0,2,0.12561270352030207,0.6140311984486506,2865,40,38082,1
812,175289,662439,24388,3,0,1,0.41844678971622795,0.8608550280434487,97242,33,44024,1
672,52994,315471,10881,106,1,1,0.34456190798787534,0.7532134387388773,29887,184,33461,0
865,166108,694606,7603,59,2,0,0.49815072025114837,0.5534000268334149,50876,178,15351,0
558,117756,997272,36980,70,1,0,0.45763187454517507,0.3622929983164862,97047,73,92628,0
770,160659,769778,24504,119,1,1,0.5188895316510814,0.36505127754180544,34479,161,114720,0
311,115665,537602,18766,48,1,0,0.1399189772269941,0.8794173102643961,41478,115,134501,0
629,151717,748148,30386,64,1,1,0.5131415015132771,0.0392435760405464,27401,179,120632,0
657,182002,690233,13695,113,2,2,0.24241881388721087,0.987982644420261,29502,157,100577,0
707,101835,263456,19796,19,0,2,0.18433134898819126,0.6643754108515623,14394,148,136875,1
672,142232,358974,44543,67,4,2,0.06483421878619122,0.6811376990723905,99694,104,110017,1
307,181162,102446,16559,82,0,2,0.7626525587561409,0.037997837304742155,10262,45,149380,0
421,177547,458376,40914,103,0,1,0.42744192085655996,0.6055292748912722,5487,197,53441,0
647,169960,761943,35139,73,4,2,0.6266436833117583,0.484778060090447,28341,152,123682,0
389,63732,477214,40333,116,1,2,0.7275933433047433,0.10577890689406699,14570,168,90865,0
615,66305,994734,10802,76,2,2,0.6793166653135535,0.2779220107693591,58268,190,23882,0
477,197109,190148,10307,5,2,2,0.4705007190896823,0.8903144562136512,30605,52,124883,0
839,29346,643629,42205,67,0,1,0.3878985289517298,0.5499884158659529,72602,134,145786,1
340,20587,81085,35214,11,4,2,0.3759599096406637,0.41341657517390873,27723,161,105515,0
801,32763,367715,36159,94,3,0,0.6400487969300563,0.07268215584081095,70108,148,120625,0
444,89615,457931,13516,68,1,0,0.4947943549418734,0.7141215274023056,79206,167,135934,0
500,187188,574006,31086,69,0,0,0.8491322479885106,0.7028508233960326,61098,115,115065,0
760,140987,440452,32480,1,2,0,0.8747019843267121,0.6140436069725635,94375,66,87027,0
857,111353,55750,46659,91,4,0,0.17056037800651846,0.5102626462206492,49707,111,49530,1
846,115648,950363,49766,92,4,0,0.13623365154572564,0.4337844022073727,50028,110,149906,1
552,45556,390912,40737,63,0,1,0.6304009260359995,0.5932710929879923,94937,136,68694,0
689,79042,561760,11265,29,3,0,0.3012257480622794,0.2333954517284067,57921,117,97193,0
893,38099,85903,7454,82,2,2,0.01857071876509886,0.9412590641776477,61760,72,133498,1
555,129089,253561,37918,12,0,0,0.8886426693629551,0.5887945291802296,11249,183,26685,0
749,196168,999597,28181,77,3,1,0.22690076724380825,0.31119244435437654,68847,93,126254,0
309,164302,665324,17386,41,4,0,0.9292806516858091,0.4496798508851573,98547,165,50584,0
541,180081,662242,41182,2,1,2,0.7174344508782536,0.8056847888768923,44839,82,21344,0
550,53866,562493,39425,37,2,2,0.7626534899114843,0.16161606073029744,40673,156,124491,0
304,125400,477530,45254,45,2,1,0.20146149579316042,0.2928356224602604,4642,79,54619,0
418,104246,491441,26327,80,3,1,0.23419442561681292,0.6795080227365554,7338,29,117107,0
673,96975,919446,23181,48,0,1,0.5212677538240658,0.3154892064822239,52761,160,143015,1
364,192927,478395,49662,24,4,1,0.17209985264986216,0.792501681861466,10622,11,122319,0
445,101557,691593,23452,99,3,0,0.3054316926830323,0.13045348717736083,49423,117,18348,0
523,157488,555633,40248,22,1,0,0.32146247794780447,0.7626861704546085,43873,40,95030,0
538,92516,468554,42801,100,1,2,0.1596299332527641,0.06835171485056624,48565,14,114565,0
476,169130,535651,35751,11,1,1,0.20518283339516075,0.012592612667494785,8806,117,28640,0
581,191790,250753,23991,119,3,1,0.7885518420082566,0.8982235188321621,1757,40,45402,0
362,52602,82101,43311,58,4,0,0.16719585454726837,0.5813392169322986,93246,22,75088,0
516,178588,52775,11916,46,2,1,0.028457391843922486,0.3518268970868115,22470,138,142963,0
760,149295,685785,12143,29,0,2,0.6293549426289384,0.2325946369638504,7220,139,140988,1
404,107969,540399,27855,35,2,2,0.97598311939245,0.6168857832608161,92851,106,19967,0
398,152161,95619,17581,112,4,1,0.3312138146231214,0.5090021835367382,55754,144,87664,0
810,188418,302388,3907,118,2,2,0.1186557031962523,0.9915977755299852,94329,173,110274,1
684,161559,462755,31424,15,3,2,0.5703873253675308,0.9832159866537458,80852,195,72661,0
704,20155,807634,25308,60,1,0,0.9063542110956462,0.6350245661416096,23505,29,97738,0
817,143950,893556,43984,95,4,2,0.7840617798284788,0.4428705061058905,29288,185,53452,0
775,87494,115149,43505,42,4,1,0.622515868412716,0.4911409691346621,75492,37,22857,0
736,96229,76616,48525,105,2,1,0.3150564966075994,0.6824790662368619,20109,91,65900,0
322,124648,796055,38942,43,3,2,0.54188017327622,0.10157454423538137,4497,77,41460,0
864,58547,235639,28957,80,2,1,0.09124484130425536,0.3283520738107182,58326,10,96923,1
757,48795,742459,27464,74,2,0,0.67894542428067,0.07527224100360386,10864,194,59800,0
382,41447,256903,25649,49,4,2,0.7250960188976509,0.07336075951691956,98046,198,22626,0
444,187670,281318,44065,64,2,2,0.9650316229099188,0.19583924189423374,94517,141,106939,0
384,192886,898231,29125,32,1,2,0.26039735874507164,0.4852532545932269,88562,71,106159,0
377,107960,402365,36758,64,2,1,0.018456419043022643,0.7847743211627893,75310,148,26802,0
756,83278,951311,7596,115,1,1,0.5456084644271506,0.48549589116587255,22017,97,26333,0
300,75077,337623,18374,2,4,2,0.7067905043968145,0.33547661056086975,2821,112,45120,0
350,132782,411309,5775,24,3,1,0.790407475882988,0.08235299033675814,51337,187,103621,0
745,122932,105863,29388,87,1,1,0.1937389330248106,0.5502955231831296,46485,172,66843,1
748,160600,223115,23029,66,3,2,0.26175286903702366,0.27126858648317675,84557,30,135179,0
787,129869,919001,20445,38,3,2,0.5125909252672963,0.6149341779171474,57388,42,104333,0
333,159251,545654,16645,31,1,1,0.33060080997000185,0.9771877391324183,11372,167,54935,0
647,68781,553323,33105,115,4,2,0.860511486587445,0.11131432147755016,94938,191,32507,0
394,175024,458624,15668,104,0,2,0.47376015373872027,0.21212539872193992,72333,146,94271,0
371,73798,827635,17960,26,3,2,0.799578644102003,0.47309453809937474,17283,179,67223,0
850,118696,763340,13357,29,3,2,0.5806197604823538,0.9686138153459295,41857,107,123487,0
453,70939,328495,39203,67,4,1,0.773090141617112,0.7718097762699956,52772,46,27673,0
549,49516,185203,17804,78,4,2,0.33267298653032384,0.8982291931628301,60670,183,119619,0
737,161521,297908,16626,25,2,0,0.8314166219303112,0.3337148484757929,74133,151,45470,0
417,70290,881257,30132,48,4,2,0.2745723155510216,0.9920384737785946,96856,70,51603,0
